ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria","Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text
2496,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Contra o simulador nada a declarar, só elogios.  Quanto ao resultado da minha consulta, que achei ótimo por sinal, é que não entendi porque aquela informação não foi tão confiável, pois me pediram um documento chamado CTC, emitido pelo INSS, e eu já tendo um emitido pouco tempo após o meu ingresso no Órgão (CTS) que foi aceito e utilizado para a averbação concluída na minha matrícula funcional.  Seria o atesto do atesto?",17,19,90,declarar elogio resultado consulta sinal entendi informacao confiavel pedir documento chamar ctc emitir inss emitido ingresso orgao cts aceitar utilizar averbacao concluir matricula funcional atesto atesto
2497,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Fiz migração de regime, aderindo ao FUNPRESP.
Não apareceu o Benefício especial..
Não ficou claro meu tempo já averbado anterior
Enfim, não pude conferir efetivamente a minha previsão de aposentadoria ",9,13,55,fiz migracao regime aderir funpresp aparecer beneficio especial claro averbado anterior enfim puder conferir efetivamente previsao
2502,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Há previsão de incluir a simulação de aposentadoria do servidor com deficiência? Sou autista nível 2 de suporte e tenho interesse em simular aposentadoria considerando a deficiência ,19,10,"72,5",previsao incluir deficiencia autista suporte interesse considerar deficiencia
2505,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Bala um ambiente de está bom, para um simulado, precisa melhorar bastante, está faltando algumas integração.",13,9,55,balar ambiente simulado precisar melhorar faltar algum integracao
2507,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Parabéns pelo software, mas mesmo com normas bem claras, tem muitas situações em que o servidor veio de outros órgãos da administração estadual/municipal e tem causa na justiça, deveria ser igual como era na CGU em que podemos personalizar as entradas dos dados",12,10,55,parabens software norma claro situacao vir outro orgao administracao estadual municipal causa justica igual cgu personalizar entrada dado
2508,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,19,"97,5",
2509,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Como está vinculado ao sigepe seria mais prático se pudesse observar os resultados apenas digitando a data de início no serviço público. Ao vincular várias opções vai trazer algumas dificuldades!,16,2,45,vinculado sigepe pratico observar resultado digitar data publico vincular varias opcao algum dificuldade
2514,Sim,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Não entendi nada,2,10,30,entendi
2515,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Gostei muito da ferramenta. Vai ajudar muitos servidores a se programar na sua carreira e definir qual  a melhor opção de aposentadoria que irá escolher.,19,18,"92,5",gostar ferramenta ajudar programar carreira definir opcao escolher
2518,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,,5,14,"47,5",
2521,Sim,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Está ferramenta facilitará nossas consultss,13,17,75,ferramento facilitar consultss
2522,Sim,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"o aplicativo é INÚTIL para meu caso pois optei pelo sistema Benefício Especial + Teto INSS + funpresp, e estes calculos não estão disponíveis. ",6,10,40,aplicativo inutil optar beneficio especial teto inss funpresp calculo disponivel
2525,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"No meu caso, fiquei com dúvidas quanto ao fundamento legal da minha aposentadoria, tenho ou não tenho direito a paridade e remuneração integral?",15,17,80,fiquei duvida fundamento legal direito paridade remuneracao integral
2528,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Complexo. Poderia abrir abas explicativas e exemplificações.,10,3,"32,5",complexo abrir aba explicativo exemplificacao
2530,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,,15,13,70,
2531,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não deu para desconsiderar o tempo de contribuição do cargo anterior, pois eu sou professor. Na última fase, não apareceu o ano de aposentadoria e o provento. Resumindo: deu um bug. ",11,14,"62,5",desconsiderar contribuicao cargo anterior professor fase aparecer ano provento resumir bug
2532,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Nada a acrescer.,20,16,90,acrescer
2536,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,,14,15,"72,5",
2538,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Considerando a importância do tema aposentadoria, gostaria de sugerir cursos rápidos de formação para uma aposentadoria mais tranquila, pode ser também dicas de investimentos a longo prazo, diálogos com psicólogos que tratam da temática aposentadoria.  Enfim, um programa pensado para se pensar uma aposentadoria tranquila.",20,18,95,considerar importancia tema gostar sugerir curso rapido formacao tranquilo dica investimento longo prazo dialogo psicologo tratar tematico enfim programa pensar pensar tranquilo
2539,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo parcialmente,4,,12,11,"57,5",
2540,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Nada a declarar ,10,10,50,declarar
2543,Sim,Discordo totalmente,1,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Poderia ter uma simulação dos descontos de previdência e IRPF bem como excluir as piores situações de aposentadoria para cada situação individual ou manter somente as melhores situações para cada servidor. ,13,13,65,desconto previdencia irpf excluir piores situacao situacao individual manter situacao
2545,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Não consigo fazer nenhuma simulação pois informa tempo de contribuição insuficiente e também não informa como seria o suficiente para a simulação. ,13,13,65,consigir nenhum informar contribuicao insuficiente informar suficiente
2546,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Não,10,10,50,
2547,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,,16,12,70,
2550,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,,11,13,60,
2551,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Poderia incluir no simulador o tempo de afastamento para aperfeiçoamento e tempo de insalubridade,15,20,"87,5",incluir afastamento aperfeicoamento insalubridade
2555,Sim,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,,12,14,65,
2556,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Solicito ajustes no simulador em relação à fundamentação legal aposentadoria pedágio de 100%.  No simulador consta a fundamentação legal EC 103 ART. 20, §§ 1º e 2º, I essa fundamentação desconsidera o critério paridade previsto na regra de transição do art.20 da EC 103/2019, dessa forma, a fundamentação correta é EC 103 ART. 20, §§ 1º e 2º, I e § 3º I.
Ressaltamos que não considerar o critério de paridade conforme EC 41/2003 e regra de transição do art.20 da EC 103/2019 viola direitos. Grata",13,16,"72,5",solicitar ajuste fundamentacao legal pedagio constar fundamentacao legal art fundamentacao desconsiderar criterio paridade prever regra transicao art fundamentacao correto art ressaltar considerar criterio paridade conforme regra transicao art violar direito gratar
2562,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,,15,8,"57,5",
2563,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Ao simulador não tenho nada a declarar, mas não tenho como não comentar essa EC de 2019, pois quando ingressei no órgão em 2013, a exigência para aposentadoria era de 10 anos de funcionalismo público e após essa EC, passou para 20 anos, onde já se viu um absurdo desse? Dobrar o salário, isso ninguém quer, agora dobrar as exigências pra ter direito à um benefício, no caso a aposentadoria, ah isso pode. Só me resta ¿¿¿¿¿¿¿¿ e indignar-se com tamanho absurdo. ",15,20,"87,5",declarar comentar ingressei orgao exigencia ano funcionalismo publico passar ano absurdo dobrar salario ninguem querer dobrar exigencia pra direito beneficio restar indignar tamanho absurdo
2564,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,,20,12,80,
2565,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,,13,14,"67,5",
2566,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo totalmente,1,"Não se trata de um problema exatamente do Simulador de Aposentadoria, mas sim de interpretação da Lei. Poderia ter uma descrição objetiva das vantagens e desvantagens de cada modalidade de Aposentadoria.
Além disso se o Aplicativo tem todos os nossos dados, por que não pode logo apontar a modalidade mais vantajosa para o servidor?",9,16,"62,5",tratar problema exatamente interpretacao lei descricao objetivo vantagem desvantagem modalidade aplicativo dado modalidade vantajoso
2568,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Tenho algumas dúvidas: O valor apresentado da média aritmética é o LÌQUIDO ou BRUTO ???

No texto: APOSENTADORIA VOLUNTARIA, COM BASE NO ART. 10 DA EMENDA CONS TITUCIONAL 103/2019. CONSTITUCIONAL 103/2019 REQUISITOS: 25 ANOS DE CONTRIBUICAO, 65 ANOS DE IDADE SE HOM EM E 62 SE MULHER, 5 ANOS NO CARGO E 10 ANOS NO SERVICO PUBL ICO.

São 25 anos de contribuição OU 35 anos ????

Os fundamentos legais não ficaram claro pra mim. Foram apresentado três fundamentos legais pra mim, mas porque três ??????",14,8,55,algum duvida media aritmetico liquido bruto texto voluntario base art emenda cons titucional constitucional requisito ano contribuicao ano idade hom mulherr ano cargo ano publ ico ano contribuicao ano fundamento legal claro pra fundamento legal pra
2573,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Eu achei o simulador muito bom. É intuitivo, bem fácil de usar. Parabéns aos desenvolvedores.",19,20,"97,5",intuitivo facil parabens desenvolvedore
2576,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,13,18,"77,5",
2578,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,19,20,"97,5",
