ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria",Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria,"10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text,comment_in_english
2896,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,A aplicação deve oferecer dados corretos ou demonstrar quais são as bases e/ou as possibilidades de inconsistências. Alguns que buscaram a informação (inclusive eu) tiveram datas fora da realidade informadas.,8,7,"37,5",aplicacao oferecer dado correto demonstrar base possibilidade inconsistencia algum buscar informacao data realidade informar,The application must offer correct data or demonstrate the bases and/or possibilities of inconsistencies. Some who searched for information (including me) were informed of unrealistic dates.
2900,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Sugiro que o simulador de aposentadoria apresente os valores (cálculos)  de aposentadoria a mais próximo possível da realidade do salário do servidor.,14,13,"67,5",sugiro apresente calculo realidade salario,I suggest that the retirement simulator presents retirement values ​​(calculations) as close as possible to the reality of the server's salary.
2902,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Adorei e achei muito prática esta ferramenta para simular a aposentadoria! As minhas dúvidas foram desanuviadas em relação ao meu direito de aposentar de acordo com a reforma da previdência em 2019. ,20,20,100,adorar pratica ferramenta duvida desanuviar direito acordo reforma previdencia,I loved it and found this tool to simulate retirement very practical! My doubts were resolved regarding my right to retire in accordance with the pension reform in 2019.
2912,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Ótima iniciativa ,19,6,"62,5",otimo iniciativa,Great initiative
2915,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Possibilidade de incluir os proventos no simulador ,17,17,85,possibilidade incluir provento,Possibility of including earnings in the simulator
2918,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Tenho tempo averbado, gostaria que o simulador tivesse duas opções de simulação: usando o tempo averbado e não usando o tempo averbado. E em seguida, uma tabela comparativa.",20,17,"92,5",averbado gostar opcao averbado averbado seguida tabela comparativo,"I have registered time, I would like the simulator to have two simulation options: using the registered time and not using the registered time. and then a comparative table."
2921,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Excelente iniciativa!,16,19,"87,5",excelente iniciativa,Excellent initiative!
2926,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,"As definições baseadas nas leis apresentadas como opções de possíveis formas de aposentadorias poderiam ser explicadas mais claramente além de somente citar artigo e parágrafo. Poderia apresentar claramente se há ou não paridade ou, em caso de não paridade, qual indice de reajuste o benefício estará submetido para cada opção de escolha.",13,13,65,definicao basear lei opcao explicar claramente citar artigo paragrafo claramente paridader paridader indice reajuste beneficio submeter opcao escolha,"The definitions based on the laws presented as options for possible forms of retirement could be explained more clearly beyond just citing articles and paragraphs. It could clearly present whether or not there is parity or, in case of non-parity, what adjustment index the benefit will be subject to for each choice option."
2928,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Ferramenta não é difícil o que dificulta é conhecer as regras divergentes e tantas possibilidades de data.

Não fica claro qual diferença entre as possibilidades, ou seja, data real e valor da aposentadoria se fosse hj.",16,18,85,ferramentar dificil dificultar conhecer regra divergente possibilidade data claro diferenca possibilidade data real,"The tool is not difficult, what makes it difficult is knowing the divergent rules and so many date possibilities. It is not clear what the difference is between the possibilities, that is, actual date and retirement value if it were today."
2931,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Muito bacana mais esta opção disponível no SouGov.,20,20,100,bacano opcao disponivel sougov,"Very cool, this option is available on sougov."
2932,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,"Falta uma ligação direta com a carteira digital de trabalho, onde temos outras contribuições a serem incluídas.",13,14,"67,5",faltar ligacao direto carteira digital trabalho outro contribuicao incluir,"There is a lack of direct connection with the digital work card, where we have other contributions to be included."
2934,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Achei um grande avanço o simulador! Aos poucos a ferramenta vai aprimorando,15,12,"67,5",avanco ferramenta aprimorar,I thought the simulator was a great advance! little by little the tool improves
2935,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"O simulador apresentou o valor final de média aritmética. A informação ficou descontextualizada, pois, até onde entendi, o RPPS não paga, necessariamente, o valor integral da média. ",17,20,"92,5",media aritmetico informacao descontextualizado entender rpps pagar necessariamente integral media,"The simulator presented the final arithmetic mean value. the information was out of context, because, as far as I understand, the RPPS does not necessarily pay the full average value."
2943,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Estava faltando esta ferramenta para os servidores aposentáveis ou próximo de se aposentar. ,18,19,"92,5",faltar ferramenta aposentavel,This tool was missing for employees who are retiring or close to retiring.
2948,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,"Simulador ainda não funciona corretamente. Na opção de pela aposentadoria com vencimentos integrais e paridade, estima incorretamente o tempo para atingimento do requisito e não informa na tela final.",10,14,60,funcionar corretamente opcao vencimento integral paridade estimar incorretamente atingimento requisito informar tela,"Simulator still does not work correctly. in the option of retirement with full salaries and parity, it incorrectly estimates the time to reach the requirement and does not inform it on the final screen."
2949,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Acho que o que não fica claro, são os valores que o servidor perde.
Poderia ter informações tais como: Perde Alimentação e etc",17,12,"72,5",claro perder informacao perder alimentacao etc,"I think what is not clear are the values ​​that the server loses. It could have information such as: it loses power, etc."
2952,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Parabéns pelo simulador...agiliza muito e não sobrecarrega os setores de Gestão de Pessoas ,20,20,100,parabens agilizar sobrecarregar setor gestao pessoa,Congratulations on the simulator... it speeds up a lot and does not overload the people management sectors
2954,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,ferramenta importante,13,7,50,ferramentar importante,Important tool
2955,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"tenho 68 anos incompletos e o Simulador apresenta a data de 2057 para aposentadoria.  Certamente há erro.

",0,20,50,ano incompleto data erro,I am not yet 68 years old and the simulator shows a retirement date of 2057.  there is certainly an error.
2957,Sim,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo parcialmente,4,"Quando usei, vieram várias opções e não consegui entender até hoje o tempo da minha aposentadoria. Muita informação desnecessária e sem aplicabilidade imediata. ",2,11,"32,5",usei vir varias opcao conseguir entender hoje informacao desnecessario aplicabilidade imediato,"When I used it, several options came up and I still couldn't understand the timing of my retirement. lots of unnecessary information without immediate applicability."
2960,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,gostei muito desse simulador ,19,13,80,gostar,I really liked this simulator
2969,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Só notei que a data de meu nascimento está errado. Minha data de nascimento: 31/03/1961 e está 30/03/1961.
",15,10,"62,5",notar data nascimento errado data nascimento,I just noticed that the date of my birth is wrong. my date of birth: 03/31/1961 and it is 03/30/1961.
2981,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Parabéns pela implantação so Simulador!,20,16,90,parabens implantacao,Congratulations on implementing the simulator!
2989,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Dúvidas específicas da categoria. Ex. Inclusão do bônus de eficiencia,17,18,"87,5",duvida especifico categoria inclusao bonu eficiencia,Category-specific questions. ex. inclusion of the efficiency bonus
2990,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Parabéns. Facilita a visa profissional do servidor ,15,17,80,parabens facilitar visa profissional,Congratulations. facilitates the server's professional visa
2992,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Não achei local que pudesse acrescentar tempo de contribuição em empresa privada antes de ingressar no serviço público.,10,8,45,acrescentar contribuicao empresa privado ingressar publico,I didn't find a place where I could add contribution time in a private company before entering public service.
