ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
3119,1,1,5,1,1,5,1,5,3,1,"Ele é fácil de usar, mas não dá o resultado correto 
No meu caso a data e o valor foram preenchidas pelo número 0. 
00/00/00 com proventos de 0,00 reais... ",6,12,45.0,facil resultado correto data preenchir provento real
3123,5,1,5,1,5,1,3,1,5,1,,18,20,95.0,
3125,1,2,5,1,5,4,5,1,1,1,"O simulador não simula nada se o servidor ainda não estiver apto a se aposentar. Então, não há simulação. Seu uso é restrito!",12,16,70.0,apto uso restrito
3127,5,4,5,2,4,3,5,1,4,3,"Ainda não me familiarizei com o sistema, mas, acho muito de extrema imprtância essa ferramenta de ajuda, bem fácil de usar.",18,12,75.0,familiarizei extremo imprtancia ferramenta ajuda facil
3131,5,4,5,2,4,2,5,1,5,4,,19,12,77.5,
3132,4,1,1,1,3,1,4,1,2,1,,9,20,72.5,
3134,3,1,4,1,2,2,4,1,5,1,,13,19,80.0,
3135,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
3140,5,2,4,4,4,5,5,3,3,3,"A ideia é boa, mas não funciona bem. Além de ter muitas opções  distintas (mas não ter instruções de como escolher uma delas), no fim da simulação  aparece uma mensagem dizendo que não preencho os requisitos (o que não faz sentido), já que é apenas uma simulação. ",16,8,60.0,ideia funcionar opcao distinta instrucao escolher aparecer mensagem preenchar requisito sentido
3141,5,3,4,3,3,2,4,5,4,2,,15,10,62.5,
3145,2,4,2,5,2,3,2,4,2,2,"Deveria colocar o valor (equivalente ao valor atual, visto que seria difícil prever o valor futuro). Também deveria ter a opção de aposentadoria por invalidez com o valor etc.",5,7,30.0,colocar equivalente atual dificil prever futuro opcao invalidez etc
3146,5,1,5,1,5,1,5,1,5,1,Fácil e bastante intuitivo ótima ferramenta ,20,20,100.0,facil intuitivo otima ferramentar
3147,3,1,5,1,5,1,5,1,5,1,,18,20,95.0,
3150,5,2,5,1,3,1,5,1,3,3,Gostei  rápido  e fácil ,16,17,82.5,gostar rapido facil
3151,3,3,2,5,3,3,2,4,3,3,,8,7,37.5,
3152,5,4,5,4,2,1,4,1,4,1,"Não vi minha CTC que já foi averbada para meu Instituto de previdência. Ou seja levei todo o período de CLT para regime próprio,mas não vi essa ctc",15,14,72.5,ctc averbar instituto previdencia levei periodo clt regime ctc
3155,3,1,5,1,4,1,5,5,5,3,,17,14,77.5,
3157,3,3,2,1,4,4,3,5,3,5,,10,7,42.5,
3160,3,2,3,1,3,4,2,4,2,1,"Sou servidora pública e não vi opção de incluir ou excluir o tempo de contribuição na iniciativa privada, bem como os impactos da inclusão ou exclusão no salário de aposentadoria. Também não vi informações sobre o benefício especial para quem migrou para o FUNPRESP, essa informação precisa ser mais transparente. Seria muito bom se houvesse um cálculo aproximado da remuneração de aposentadoria. ",8,13,52.5,servidora publico opcao incluir excluir contribuicao iniciativa privado impacto inclusao exclusao salario informacao beneficio especial migrar funpresp informacao precisar transparente calculo aproximar remuneracao
3161,4,3,3,3,3,3,3,4,4,4,,12,8,50.0,
3163,2,1,4,1,4,1,4,1,4,1,Excelente.,13,20,82.5,excelente
3165,3,1,4,1,4,1,4,1,4,1,"Gostaria que houvesse opção para simulação da aposentadoria trazendo o valor líquido dos proventos, já que não é fácil de calcular o imposto de renda e a previdência sobre o salário.
Poderia retratar o contra xeque do momento da consulta.",14,20,85.0,gostar opcao liquido provento facil calcular imposto renda previdencia salario retratar xeque consulta
3166,4,2,5,4,5,1,5,1,5,1,"Gostaria de saber o valor da aposentadoria, na simulação.",19,16,87.5,gostar
3169,4,1,5,1,5,1,5,1,5,1,,19,20,97.5,
3170,3,3,3,4,3,4,3,4,2,2,"faltam informações do setor privado, lei aplicada para época de ingresso no serviço...",9,8,42.5,faltar informacao setor privado lei aplicar epoca ingresso
3172,4,1,5,1,5,1,5,1,5,1,,19,20,97.5,
3173,5,1,1,1,2,2,3,1,3,1,Poderia ter a opção de inserir períodos de RGPS e de PCD.,9,19,70.0,opcao inserir periodo rgp pcd
3175,5,2,5,2,4,4,4,2,4,2,Não consigo ter uma resposta para minha situação.  Não entendo porquê.  ,17,13,75.0,consigir resposta situacao enter
3176,5,1,5,1,5,1,5,1,5,5,Fácil de usar e otimiza a vida do usuário.,20,16,90.0,facil otimizar vida usuario
3177,4,4,2,2,4,3,4,4,2,4,,11,8,47.5,
3181,5,1,5,5,3,5,3,3,3,3,"No meu caso o Simulador parou em Fundamentos legais.
Não foi para o passo 3 : Detalhamento e PSS.",14,8,55.0,parar fundamento legal passo detalhamento pss
3182,1,1,5,5,1,5,1,1,1,5,"Vocês estão levando em conta a variação da CH, conforme a EC 103?",4,8,30.0,levar conta variacao conforme
3186,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
3187,3,3,4,3,3,4,4,3,2,3,Poderia ter instruções sobre como saber em qual categoria cada servidor se enquadra.,11,9,50.0,instrucao categoriar enquadra
3190,5,1,4,1,2,4,3,1,3,1,,12,17,72.5,
3191,1,2,4,1,4,5,4,1,4,1,"O app deveria mostrar o valor do benefício , ao menos um valor previsto, baseado no salário atual. Sem essa informação, apesar da intenção, o app não tem muita utilidade para simular, apenas para quem já tem o tempo.",12,15,67.5,app mostrar beneficio prever basear salario atual informacao apesar intencao app utilidade
3194,5,3,5,2,2,1,5,1,3,1,,15,17,80.0,
3196,3,1,5,1,5,1,5,1,5,1,nada mais,18,20,95.0,
3197,3,1,5,5,5,1,5,1,5,2,,18,15,82.5,
3198,5,1,5,1,5,1,5,1,5,1,Parabéns pelo desenvolvimento de uma ferramenta tão útil e importante para os servidores!,20,20,100.0,parabem desenvolvimento ferramenta util importante
3201,4,2,4,2,4,2,4,2,4,2,,15,15,75.0,
3202,2,1,5,1,5,1,5,1,5,2,Queria sugerir informações sobre o desconto do IR e do INSS.,17,19,90.0,querer sugerir informacao desconto inss
3203,1,5,1,5,3,3,1,5,1,5,O simulador de aposentadoria não fala nada sobre transição. Para quem já estava quase para se aposentar e as regras mudaram.,2,2,10.0,falar transicao quase regra mudar
3204,4,1,4,2,2,3,4,2,3,1,"O simulador de Aposentadoria apenas está calculando a data de cumprimento de requisitos, a partir das hipóteses legais atuais. É fundamental que demonstre as parcelas projetadas ou, pelo menos, apresente o valor atualizado do benefício especial para os servidores que aderiram ao RPC.",12,16,70.0,calcular data cumprimento requisito hipotese legal atual fundamental demonstre parcela projetadas apresente atualizar beneficio especial aderir rpc
3205,4,4,3,5,4,4,3,4,3,4,"Quando se trata dos 80%, não ficou claro se o valor é para fazer o cálculo ou se já é o valor calculado",12,4,40.0,tratar claro calculo calcular
3207,3,3,5,1,4,3,5,2,5,1,,17,15,80.0,
3209,4,2,4,2,3,4,4,2,2,3,"O simulador não carregou informações sobre ocupação anterior que estão no app meuinss, só as informações do cargo atual com possível alteração no resultado final.",12,12,60.0,carregar informacao ocupacao anterior app meuinss informacao cargo atual alteracao resultado
3210,4,1,4,1,4,3,4,1,4,1,Sugestão: a calculadora poderia continuar  o calculo da simulação após a exclusão das menores contribuições. Art 26 paragrafo 6o da EC 203.,15,18,82.5,sugestao calculadora continuar calculo exclusao pequeno contribuicao art paragrafo
3211,3,4,5,3,4,2,5,2,3,3,,15,11,65.0,
3216,5,3,3,3,2,5,4,3,3,1,"Ao simular minha aposentadoria o sistema não puxou as informações dos serviços anteriores, incluindo o próprio exercício em outra unidade da rede federal. Estou atuando no serviço público federal desde 2015 (IFF)e o sistema sequer reconheceu. Está dizendo que foi desde 2018, quando entrei no Cefet-RJ. Além do trabalho exercido anteriormente a entrada no serviço público, que tambem  não foi contabilizado.",12,10,55.0,puxar informacao anterior incluir exercicio outro unidade rede federal atuar publico federal iff sequer reconhecer entrar cefet trabalho exercer anteriormente entrada publico contabilizar
3218,1,1,1,1,1,4,1,1,4,2,"eu sugiro que o resumo da aposentadoria pela média já venha com o valor do calculo, pois, precisamos baixar a mémoria de cálculo para saber esse valor. A explicação do valor também é confusa, eu sei que o valor calculado é para a data da simulação, mas fiquei confuso se o valor pode mudar muito... eu, por exemplo, posso aposentar a partir de 02/12/2024, acho que o valor será próximo do informado pela simulação, mas essa informação não é muito clara.",3,16,47.5,sugiro resumo media vir calculo precisar baixar memoria calculo explicacao confusa calcular data fiquei confuso mudar informado informacao claro
3219,5,3,4,3,4,1,4,1,5,2,,17,15,80.0,
3222,5,1,5,5,1,3,5,1,1,1,"O simulador deveria abrir campo para informar período de tempo do RGPS a ser averbado no órgão. Dessa forma, permitiria simular corretamente. ",12,14,65.0,abrir campo informar periodo rgp averbado orgao permitir corretamente
3224,5,3,2,3,1,5,3,3,2,3,"O simulador., apensar de aparecer item para marcar, não apresenta resultado de licenças não gozadas, não apresenta expectativa de valores (fica zerado). Já tentei de tudo, consultei colegas e a reclamação foi a mesma. ",8,8,40.0,apensar aparecer item marcar resultado licenca gozar expectativa zerado consultei colega reclamacao
3226,4,1,5,1,5,1,3,1,4,1,,16,20,90.0,
3227,5,3,3,1,1,5,5,3,5,3,Falta o simulador migrar os vínculos e remuneração do período trabalhado fora do serviço público ,14,10,60.0,faltar migrar vinculo remuneracao periodo trabalhar publico
3228,5,4,2,5,3,1,3,3,3,4,"Seria um grande facilitador, baseando na última remuneração vigente, uma amostra de como ficaria, em termos atuais comparativos co
O ficaria a remuneração do servidor e. Números. Isso facilita muito ao servidor.",11,8,47.5,facilitador basear remuneracao vigente amostra termos atual comparativo remuneracao facilitar
3229,4,1,5,2,3,3,4,1,3,1,Apenas dois fundamentos legais estão contemplados. Seria interessante que todas as possibilidades fossem cobertas.,14,17,77.5,fundamento legal contemplado interessante possibilidade cobertas
3230,5,2,5,4,4,1,5,1,5,4,,19,13,80.0,
3231,4,2,4,3,4,2,5,2,4,1,,16,15,77.5,
3233,5,2,5,1,5,3,5,5,5,1,,20,13,82.5,
3237,5,1,5,1,5,1,4,1,5,2,"Eu achei muito bom ter uma noção do que receberia após a aposentadoria. Essa é a maior preocupação de todos, na minha visão.",19,19,95.0,nocao receber preocupacao visao
3238,4,2,4,2,3,5,3,2,3,2,"As informações de tempo de serviço, tanto anterior, como o atual na agu não estão corretas. Completo 28 anos no cargo no próximo mês e ainda tenho tempo averbado pela prestação de serviços na prefeitura de São Paulo e como profissional autônomo pelo INSS. ",12,12,60.0,informacao anterior atual agu correto completo ano cargo averbado prestacao prefeitura paulo profissional autonomo inss
3239,3,1,5,1,2,2,5,1,2,1,"Sugestão: aprimorar a atualizáção integrada do registro das contribuições para uma silulação mais  fidedigna, já que o valor informado não foi corresponte ao real, dada a desatualizaçãos dos dados.",12,19,77.5,sugestao aprimorar atualizacao integrar registro contribuicao silulacao fidedigna informar corresponte real desatualizacao dado
3240,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
3241,2,4,2,4,4,4,4,4,4,1,,11,8,47.5,
3243,1,4,2,4,3,3,4,3,2,2,"Não vi utilidade alguma no simulador, tendo em vista que não apresenta o valor (trazido para o presente) da aposentadoria.",7,9,40.0,utilidade algum vista presente
3246,2,3,3,1,3,3,3,3,3,3,,9,12,52.5,
3250,5,2,4,1,3,5,3,1,3,2,"Esperava que o Simulador integrasse todos os períodos trabalhados na vida do trabalhador, mas só identifiquei as informações sobre minha vinculação como servidora. Por outro lado, no Meu INSS, existem algumas informações sobre meus vínculos trabalhistas no setor privado e parte do período que atuo como servidora pública. Creio que deve haver uma integração, dado que é comum que haja atuação em ambos os setores, ainda que não, necessariamente, concomitantemente. ",13,14,67.5,esperar integrar periodo trabalhar vida trabalhador identifiquei informacao vinculacao servidora outro inss existir algum informacao vinculo trabalhista setor privado periodo atuo servidora publico crer integracao comum atuacao setor necessariamente concomitantemente
3251,4,1,5,1,5,1,4,1,4,1,Sugestão: análise e resumo do melhor enquadramento talvez através da inteligência artificial e o porque.   Pode ser que em algumas situações seja melhor o servidor continuar em atividade por um período maior visando obter uma maior remuneração na aposentaria de acordo com a legislação em vigor.   ,17,20,92.5,sugestao analise resumo enquadramento inteligencia artificial algum situacao melhor continuar atividade periodo visar obter remuneracao aposentaria acordo legislacao vigor
3252,5,3,3,3,4,5,3,3,3,3,O simulador calculou meu tempo de serviço necessário para cumprimento dos critérios em 53 anos de serviço.,13,8,52.5,calcular necessario cumprimento criterio ano
3253,3,1,4,1,4,1,5,1,5,3,"O app e muito bom mas para Quem Poderia estar aposentado desde 2018. As  opcoes das reformas das leis esta meio confusa para mom
",16,18,85.0,app aposentado opcoe reforma lei confusa mom
3254,2,2,2,2,2,2,2,2,2,3,,5,14,47.5,
3255,4,1,5,1,2,3,4,1,4,1,,14,18,80.0,
3256,1,2,4,1,4,1,4,1,2,1,,10,19,72.5,
3259,4,5,1,5,2,5,2,5,1,3,,5,2,17.5,
3260,3,2,4,3,3,1,5,2,5,1,,15,16,77.5,
3261,5,5,1,1,1,5,1,5,1,5,Não consegui utilizar o simulador de aposentadoria ¿ servidora sem dados no serviço público¿,4,4,20.0,conseguir utilizar servidora dado publico
3263,5,1,5,5,5,1,1,1,5,1,"Apresentar qual a melhor data para requerer a aposentadoria, caso  tenha implementado todos os requisitos para requerer. ",16,16,80.0,data requerer implementar requisito requerer
3264,3,2,2,2,2,4,3,2,3,3,"A minha contagem de tempo deveria ser 28 anos ao invés de 24. E precisa converter o tempo especial em comum 
",8,12,50.0,contagem ano inves precisar converter especial comum
3266,4,4,5,4,5,2,4,1,4,1,"Uma ótima ferramenta para auxiliar na decisão de aposentadoria, assim como realizar um planejamento de vida.",17,13,75.0,otimo ferramenta auxiliar decisao realizar planejamento vida
3267,5,4,1,1,1,5,1,5,1,1,,4,9,32.5,
3268,5,5,5,1,5,1,5,1,4,2,,19,15,85.0,
3269,4,4,2,2,2,4,3,2,2,1,O calculo da aposentadoria está equivocado,8,12,50.0,calculo equivocado
3270,5,1,5,1,5,1,5,1,5,1,Programa autodidata e eficiente para que os servidores tomem decisão se vale a pena ou não aposentar-se no momento da consulta. Parabéns!!!!,20,20,100.0,programa autodidato eficiente tomer decisao valer pena aposentarr consulta parabens
3272,5,2,4,4,4,4,4,2,4,2,,16,11,67.5,
3273,5,1,5,5,4,5,4,5,4,5,Falta  maior divulgação para os servidores ativos pois descobrir a ferramenta por acaso qdo acessei o aplicativo ,17,4,52.5,divulgacao ativo descobrir ferramenta acaso qdo acessar aplicativo
3274,5,2,4,2,4,1,5,1,3,4,Obrigada por disponibilizar a funcionalidade. É bastante intuitivo e o resultado já vem com a fundamentação.,16,15,77.5,obrigar disponibilizar funcionalidade intuitivo resultado vir fundamentacao
3276,5,1,5,1,5,1,5,1,5,1,"O Simulador de Aposentadoria está muito bem estruturado e é fácil de usar. Tenho apenas uma sugestão: colocar no Resumo da Simulação, no campo Valor mensal estimado do provento, não só o valor bruto, mas também o valor líquido, e o total de descontos. Muito obrigado.",20,20,100.0,estruturar facil sugestao colocar resumo campo mensal estimar provento bruto liquido total desconto
3280,4,1,4,1,4,1,4,1,4,1,"Satisfatório para acompanhamento de nossas condições de aposentadoria, aprovado.",15,20,87.5,satisfatorio acompanhamento condicao aprovar
3281,5,4,1,5,3,2,1,5,1,5,,6,4,25.0,
3284,4,4,2,2,1,5,5,1,2,2,"EMBORA DE FACIL UTILIZAÇÃO E INTUITIVO O SIMULADOR, O RESULTADO  APRESENTADO AO FINAL, COM BASE NOS CRITÉRIOS QUE O APP UTILIZA E DADOS APRESENTADOS,  FOI INCORRETO. APRESENTA AO FINAL RESULTADO DA APOSENTADORIA PARA 2040 (60 ANOS E 40 DE CONTRIBUIÇÃO), QUANDO O CORRETO SERIA EM 2033 (53 ANOS + 33 DE CONTRIBUIÇÃO -CONSIDERANDO A SOMA DE PONTOS 86). ",9,11,50.0,facil utilizacao intuitivo resultado base criterio app utilizar dado incorreto resultado ano contribuicao correto ano contribuicao considerando soma
3285,5,2,4,3,4,3,4,2,4,2,O que eu achei complexo foi identificar qual base legal usar. Muitas normas.,16,13,72.5,achei complexo identificar base legal norma
3289,1,2,4,2,4,1,4,1,4,1,,12,18,75.0,
3290,2,3,4,2,3,3,4,2,4,2,"Apresenta várias possibilidades e é necessário conhecer a lei para saber qual o seu caso. Pode ter melhores explicações  em relação ao fundamento legal.
",12,13,62.5,varias possibilidade necessario conhecer lei explicacao fundamento legal
3293,2,2,4,2,2,3,4,2,4,2,Não tenho nada a declarar. ,11,14,62.5,declarar
3298,1,1,1,1,1,1,5,1,5,1,"Teria que ter a opção de simular abono permanência também.  Eu simulei e entendi porque sempre procuro ler sobre a legislação. 
Mas percebi que há colegas que não entenderam as várias opções de aposentadoria que o aplicativo mostra. ",8,20,70.0,opcao abono permanencia simulei entender procuro ler legislacao percebir colega entender vario opcao aplicativo mostrar
3299,3,1,5,1,2,5,5,1,5,1,"Minha crítica a previsão da aposentadoria pela regra da paridade está errada. E também eu ainda vou pedir uma CTC para conpletar os 35 anos e 65 anos de idade e eu gostaria de colocar este tempo na simulação para ter a ideia correta de quanto tempo vou precisar do regime geral para colocar na CTC , eu cálculo uns 2 anos e 8 meses, mas só saberia ao certo colocando na simulação que não tem está opção.",15,16,77.5,critico previsao regra paridade errado pedir ctc conpletar ano ano idade gostar colocar ideia correto precisar regime colocar ctc calculo ano certo colocar opcao
