ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria."
2851,5,3,5,4,4,3,4,4,3,4,No momento não tenho elogios e nem críticas para contribuir.
2852,5,1,5,1,5,1,5,1,5,1,Não
2853,3,1,5,1,5,1,5,1,5,1,"Acredito que no meu caso por ter completado todo os requisitos para a aposentadoria, o sistema está trazendo as informações corretas com todas as legislações e opção de aposentadoria. Portanto seria melhor outros servidores que ainda precisam completar algum dos requisitos testar, para que sejam  observadas as informações fornecidas a esse servidor se existe alguma inconsistência na informação dos requisitos de aposentadoria."
2855,3,4,1,3,3,1,1,1,1,3,"No simulado não aparece meu tempo Correto e quando solicitei a  certidão de tempo de servico, comprovei a diferença de registro.
Como corrigir isso ?"
2857,4,1,5,2,5,4,5,1,5,1,atualizacao do sistema para puxar vinculos anteriores ao serviço publico
2858,4,1,4,1,3,5,3,2,3,1,"O simulador apresentou tempo incorreto (24 anos) embora eu tenha 26 anos 9 meses e 15 dias, e 100% do meu tempo de contribuição seja no serviço público federal. E ainda não respeita o direito adquirido da regra de transição do art 3 da EC 47/2005 para quem ja havia completado 35 anos antes da EC 103/2019. A revogação dessa regra pelo art 35 IV da EC 103/2019 só pode produzir efeito para quem NÃO havia completado até 13/11/2019 todos os requisitos que vigoravam antes da EC 103/2019."
2860,5,3,5,5,5,2,5,1,5,4,"Em realidade, é um sistema fácil, restando dúvida apenas sobre qual a lei / artigo que pode reconhecer o direito.

No meu caso, assinalei a opção correta, porém na dúvida, consultei as demais opções.

Enfim, minha maior preocupação se deu no valor gerado/simulado, assim se confirmado como espero, falta mesmo a mim apenas amadurecer a ideia de ""parar"", posto que gosto do que faço.
A preparação psicológica e cuidado físicos são importantes.
"
2861,5,2,4,4,5,2,4,2,4,4,"As regras penalizaram muito funcionarios publicos do sexo masculino, as possibilidades para quem já tinha muitos anos de trabalho foram injustas."
2863,1,2,4,2,4,3,4,2,4,2,Não
2864,5,1,5,1,1,1,5,1,5,1,
2868,5,1,5,5,5,1,5,1,5,4,
2869,4,4,5,1,4,1,4,2,4,2,Sem demais considerações 
2870,3,5,1,5,3,3,2,5,2,2,
2871,3,1,5,1,5,1,5,1,5,1,"Só acho que faltou de onde vem o valor resultante. 
Visto que deveria informar o que deixou de integrar no valor a receber. "
2875,4,1,5,2,4,1,5,1,5,1,"Falta o simulador indicar qual será o valor mensal da aposentadoria, isso não foi informado."
2879,5,3,5,1,5,1,5,3,5,3,
2880,5,2,5,4,4,1,5,1,5,2,Parabéns o Sou.gov por disponibilizar mais mais essa excelente ferramenta aos servidores e pensionistas. 
2882,4,2,5,1,3,3,4,1,4,1,
2885,5,1,5,1,5,1,5,1,5,1,"Prático, rápido e claro. "
2888,4,2,5,1,3,3,4,2,3,1,"Com abrangência maior oferecida pelo meu INSS, não vou usar esse do sougov"
2890,3,1,5,1,5,2,5,1,2,1,"Consta do simulador de aposentadoria dado inconsistente no que tange à data que eu ingressei no serviço público, o que deve ser retificado. Meu ingresso no serviço público se deu em 30/01/1995, e não em 02/03/2007, que foi a data que entrei na AGU, tanto é que no campo ¿Contribuição/Tempo de serviço¿ constante do sistema, consta a informação que eu tenho 29 anos e 8 meses de contribuição/tempo de serviço."
2892,4,2,4,1,4,1,5,1,4,2,"Na realidade, iniciei a carreira há poucos meses. A minha simulação encontra-se incompleta por falta de documentos e de tempo de trabalho."
2895,4,3,4,2,4,3,5,1,3,1,"Há necessidade do setor de pessoal alimentar adequadamente o sistema (valores de contribuições, tempos averbados...), para que a simulação seja o mais próximo da realidade do servidor, o sistema muito fácil de usar, parabéns pela iniciativa."
2896,2,3,3,3,2,5,4,3,2,4,A aplicação deve oferecer dados corretos ou demonstrar quais são as bases e/ou as possibilidades de inconsistências. Alguns que buscaram a informação (inclusive eu) tiveram datas fora da realidade informadas.
2898,3,1,5,5,4,2,4,1,4,1,
2900,4,2,4,2,3,4,4,2,4,2,Sugiro que o simulador de aposentadoria apresente os valores (cálculos)  de aposentadoria a mais próximo possível da realidade do salário do servidor.
2901,5,1,5,2,3,1,3,2,4,2,
2902,5,1,5,1,5,1,5,1,5,1,Adorei e achei muito prática esta ferramenta para simular a aposentadoria! As minhas dúvidas foram desanuviadas em relação ao meu direito de aposentar de acordo com a reforma da previdência em 2019. 
2905,3,2,4,4,4,2,3,4,4,4,
2907,4,1,5,1,4,1,2,1,4,5,
2908,3,3,4,5,4,4,4,4,4,4,
2910,3,1,5,2,3,5,5,5,4,4,
2911,5,1,5,4,5,1,5,1,5,1,
2912,5,5,5,5,5,5,5,3,4,1,Ótima iniciativa 
2914,3,1,4,1,4,1,4,1,4,1,
2915,5,2,5,1,4,2,4,2,4,1,Possibilidade de incluir os proventos no simulador 
2918,5,1,5,1,5,4,5,1,5,1,"Tenho tempo averbado, gostaria que o simulador tivesse duas opções de simulação: usando o tempo averbado e não usando o tempo averbado. E em seguida, uma tabela comparativa."
2919,5,4,5,2,4,4,4,1,3,2,
2921,1,1,5,2,5,1,5,1,5,1,Excelente iniciativa!
2922,4,1,5,1,5,1,5,1,5,1,
2924,4,2,4,2,4,2,4,2,4,2,
2926,5,2,4,4,3,1,2,1,4,4,"As definições baseadas nas leis apresentadas como opções de possíveis formas de aposentadorias poderiam ser explicadas mais claramente além de somente citar artigo e parágrafo. Poderia apresentar claramente se há ou não paridade ou, em caso de não paridade, qual indice de reajuste o benefício estará submetido para cada opção de escolha."
2928,5,1,5,1,3,1,5,1,3,3,"Ferramenta não é difícil o que dificulta é conhecer as regras divergentes e tantas possibilidades de data.

Não fica claro qual diferença entre as possibilidades, ou seja, data real e valor da aposentadoria se fosse hj."
2931,5,1,5,1,5,1,5,1,5,1,Muito bacana mais esta opção disponível no SouGov.
2932,5,2,4,2,3,4,4,2,2,1,"Falta uma ligação direta com a carteira digital de trabalho, onde temos outras contribuições a serem incluídas."
2933,4,1,5,1,4,1,5,1,4,1,
2934,4,4,4,3,4,2,4,2,4,2,Achei um grande avanço o simulador! Aos poucos a ferramenta vai aprimorando
2935,4,1,5,1,4,1,5,1,4,1,"O simulador apresentou o valor final de média aritmética. A informação ficou descontextualizada, pois, até onde entendi, o RPPS não paga, necessariamente, o valor integral da média. "
2942,4,2,4,1,3,2,4,2,4,1,
2943,4,1,5,1,5,2,5,1,4,1,Estava faltando esta ferramenta para os servidores aposentáveis ou próximo de se aposentar. 
2948,3,3,3,1,1,1,5,1,3,5,"Simulador ainda não funciona corretamente. Na opção de pela aposentadoria com vencimentos integrais e paridade, estima incorretamente o tempo para atingimento do requisito e não informa na tela final."
2949,5,4,4,2,4,1,5,2,4,4,"Acho que o que não fica claro, são os valores que o servidor perde.
Poderia ter informações tais como: Perde Alimentação e etc"
2950,4,1,5,1,5,4,5,1,3,1,
2952,5,1,5,1,5,1,5,1,5,1,Parabéns pelo simulador...agiliza muito e não sobrecarrega os setores de Gestão de Pessoas 
2953,5,1,5,5,4,3,5,1,4,1,
2954,4,3,2,5,5,3,3,3,4,4,ferramenta importante
2955,1,1,1,1,1,1,1,1,1,1,"tenho 68 anos incompletos e o Simulador apresenta a data de 2057 para aposentadoria.  Certamente há erro.

"
2957,1,1,3,5,1,3,1,1,1,4,"Quando usei, vieram várias opções e não consegui entender até hoje o tempo da minha aposentadoria. Muita informação desnecessária e sem aplicabilidade imediata. "
2958,5,4,4,4,4,4,4,4,4,4,
2960,5,5,5,1,4,3,5,1,5,2,gostei muito desse simulador 
2961,1,4,4,1,4,1,4,1,4,1,
2963,3,3,3,4,3,3,4,3,3,3,
2969,4,3,4,3,4,3,4,3,4,3,"Só notei que a data de meu nascimento está errado. Minha data de nascimento: 31/03/1961 e está 30/03/1961.
"
2970,4,3,4,4,3,4,3,3,4,3,
2972,5,2,5,1,4,2,4,1,4,2,
2974,5,4,4,5,4,4,4,3,4,4,
2978,1,2,1,2,1,2,1,2,1,2,
2980,1,2,4,2,3,1,4,2,3,1,
2981,5,1,5,5,5,1,5,1,5,1,Parabéns pela implantação so Simulador!
2984,5,1,5,1,5,1,5,1,5,1,
2989,5,2,4,2,5,1,4,1,4,1,Dúvidas específicas da categoria. Ex. Inclusão do bônus de eficiencia
2990,4,4,4,1,4,1,4,1,4,1,Parabéns. Facilita a visa profissional do servidor 
2991,5,1,5,1,5,1,5,1,5,1,
2992,2,3,4,4,3,5,3,3,3,2,Não achei local que pudesse acrescentar tempo de contribuição em empresa privada antes de ingressar no serviço público.
2993,5,1,5,1,2,1,5,1,5,1,"Excelente ferramenta, trouxe tranquilidade, previsibilidade e segurança aos servidores que estão próximos ou mesmo àqueles que ainda falta muita tempo para aposentar.
Apresento apenas as seguintes sugestões:
1 - Detalhamento do tempo de serviço, como por exemplo tempo não inserido na contagem, como faltas etc. com possibilidade de emissão de Certidão.
2 - Link para solicitação automática das férias, gerando, ao se escolher a modalidade, um processo automático para tramitação da aposentadoria.
"
2994,5,1,5,1,3,5,5,1,1,1,"Vi que o simulador está considerando somente as contribuições que verti desde o meu ingresso no cargo em 2007, e não de todo o tempo de serviço."
2997,5,2,4,5,5,1,5,1,4,2,
3004,1,3,3,1,1,5,3,3,3,1,"Este simulador não serve para nada, muito menos para quem está no RPC. 
Não apresenta os dados do BE, com a devida memória de cálculo, e não dá a mínima previsão de quanto seria uma eventual aposentadoria atual.
Estamos completamente às cegas!
Se morrermos ou ficarmos incapacitados, não sabemos nada de quanto seria eventual pensão ou aposentadoria.
Não temos nem com ter um mínimo planejamento.
Um absurdo isso!
"
3005,4,2,4,4,1,3,4,3,4,2,Os valores de remuneração pós aposentadoria não aparecem. Isso é a principal informação que se deseja saber.
3006,5,1,5,5,5,1,5,1,5,1,"Bom dia! Achei bastante prático utilizar o simulador de aposentadoria, a única dificuldade encontrada é porque não conheço a legislação, ou seja, a fundamentação para a minha aposentadoria. No caso preciso de alguém com conhecimento que me oriente em qual fundamentação se encaixa a minha aposentadoria. "
3007,4,2,4,2,4,2,4,2,3,2,"Junto ao simulador, deveria ter o canal direto com a Seção de Gestão de Pessoas, para que possamos solicitar informações diretas e com cada caso específico, até para ajudar no planejamento da Aposentadoria."
3011,5,1,5,1,5,1,5,1,5,1,"Excelente simulador, muito fácil de usar, somente tem que ler com muita atenção."
3012,5,2,4,2,4,5,3,2,1,3,"Tentei simular a minha aposentadoria, mas o sistema não retorna quanto tempo faltaria, etc."
3013,4,5,2,2,4,4,5,5,5,5,"Achei fácil, pois estava bem esclarecido quanto ao ano de ingresso no serviço. "
3014,5,2,5,1,4,1,4,1,4,2,"Acho que apenas faltou deixar a informação final mais clara sobre o valor da simulação da renda mensal da aposentadoria, nos casos que fique com valor acima do teto do inss."
3015,4,2,5,2,3,3,4,1,5,1,
3017,2,2,2,1,2,2,2,1,2,1,
3018,5,1,5,1,5,1,5,1,5,1,
3019,3,3,3,3,3,3,3,3,3,3,"Sou professor EBTT no IFSP e tenho deficiência física, registrada neste órgão. Porém, aqui np SOUGOV não tem esse registro. Sendo assim, não consegui realizar a simulção. Essa é a razão de eu não concordar e nem discordar para todos os itens."
3020,4,4,5,4,4,4,4,4,4,1,"Gostaria que as informações ficassem mais claras, quero dizer, analítica.

Quem tempo de serviço fora do serviço público, há condições de somar tudo para se poder apurar concretamente o que está correto ou faltando? Juntar com o tempo de CLT ou nos casos de outros órgãos."
3022,4,1,5,1,5,1,5,1,5,1,só lamento sobre o valor da aposentadoria depois de uma vida de dedicação ao serviço público
3023,4,2,2,4,4,4,4,2,2,2,Muitas inconsistências dos dados constantes na base do simulador
3025,3,2,4,4,2,2,2,3,2,4,Faltou possibilidade de simulação de aposentadoria especial para deficientes.
3026,5,2,4,5,1,1,5,1,2,4,
3028,4,4,2,4,2,4,4,2,4,1,"Eu tenho uma matrícula anterior no mesmo órgão, como servidora pública, e o simulador não integrou os anos dessa matrícula."
3029,5,1,5,1,4,4,5,1,5,1,"Realizei a simulação, mas na opção de aposentadoria pela média desconsiderando competências, no resumo veio um cálculo e na planilha de cálculo, apareceu o resultado considerando todas.
"
3031,4,2,5,1,2,1,4,1,2,1,
3032,5,1,5,1,5,1,5,1,5,1,
3036,5,2,4,4,3,5,4,2,1,4,"Considero importante a iniciativa para o servidor público.
Entretanto, as simulações apresentam dados inconsistentes"
3037,5,1,5,1,5,1,5,1,5,1,Achei o sistema fácil de usar e bem ilustrativo
3039,5,3,4,3,3,3,3,1,5,5,
3040,5,5,5,5,5,5,5,5,5,5,
3050,4,2,5,4,3,1,5,1,3,2,Não
3056,2,2,4,1,3,3,4,1,4,1,
3059,5,2,4,1,4,2,4,1,4,1,Gostaria de poder simular acrescentando meu tempo de contribuição no RGPS.
3062,5,5,5,1,5,1,5,1,5,5,"Achei excelente, parabéns!"
3064,2,1,4,1,2,5,1,4,4,1,"O simular somente acusa o período em que o servidor está no regime federal. No meu caso, em específico, tenho mais de 10 anos na iniciativa privada e este período não está contemplado na simulação, o que a torna, totalmente, falha."
3065,1,5,5,2,5,1,5,1,5,1,
3067,5,1,1,1,1,1,5,1,5,1,ok
3068,4,1,5,4,5,1,5,5,5,1,
3069,4,2,2,4,4,2,1,2,2,2,"O simulador deveria ter a opção de inclusão de tempos anteriores apenas para simulação, visto que na instituição que trabalho não é feita a averbação de tempo de serviço a qualquer tempo. A averbação só é permitida quando próxima da data de aposentadoria. Sendo assim o simulador não expressa a realidade do tempo de trabalho dos servidores."
3074,4,5,4,5,2,5,2,5,2,4,O simulador precisa de ajustes e explicações mais claras d as regras e diferenças entre elas
3076,5,3,3,3,5,3,5,5,5,3,Parabéns a todos que desenvolveram o simulador de aposentadoria.
3078,4,5,1,1,5,1,5,1,5,1,"Olá, só acho deveria explicar melhor cada tipo de aposentadoria que aparece para nós na conclusão da simulação!!"
3079,4,3,3,2,4,2,3,3,4,2,
3080,5,1,5,1,3,3,4,1,5,1,
3081,5,2,5,1,4,1,4,1,5,1,
3084,4,4,5,5,3,5,3,5,4,5,"Eu tive uma vacância em 2016 sem quebra de vínculo dentro di mesmo órgão.  Ao utilizar o simulador, percebi que ele está computando apenas meu ingresso na nova matrícula e, com isso, desconsiderando meu tempo de serviço público anterior. Grata pela atenção. "
3086,3,3,3,3,3,3,3,3,3,3,"Senti falta de opção para quem desejar se aposentar por idade, sem necessariamente conseguir os 100% dos vencimentos, como é meu caso. Se chegar a 65, eu não poderia pedir a aposentadoria ""parcial""? Entendo que essa opção é relevante para muitos servidores que ingressaram no SP em idade mais avançada como eu."
3087,3,5,1,5,1,3,3,5,1,3,"Não sei usar o simulador,precisaria entender melhor o que aparece ali para mim."
3088,2,1,4,3,4,1,4,1,3,1,
3090,4,2,5,3,4,3,4,2,2,4,"Considerei uma estimativa de aposentadoria para o ano de 2075 muito equivocada, mesmo contando apenas com apenas os 12 anos de contribuição que tenho registrado como servidor federal na Fiocruz.
Também não consegui visualizar o valor estimado da aposentadoria."
3091,2,1,2,1,2,1,1,2,1,1,"Site interessante,  porém,  no meu caso alguns dados não conferem."
3092,3,3,3,4,3,3,3,3,2,3,
3093,4,2,2,1,1,5,3,3,1,3,"Não permite incluir período que será levado via CTC, logo, sistema não permite a correta simulação "
3095,3,1,4,1,1,1,4,1,4,2,
3098,4,2,4,3,4,2,4,2,2,1,Tem que saber se os valores auferidos correspondem a realidade.
3101,3,4,4,1,4,3,5,4,4,2,O resultado da simulação deveria vir acompanhado dos respectivos períodos de contribuição para uma verificação por parte do servidor.
3102,4,5,4,1,4,3,3,2,3,4,"Ao final, a informação que recebi do valor de remuneração não pareceu considerar a opção que foi feita de adesão ao FUNPRESP. Além disso, o teto previdenciário deve ser somado à remuneração ou é apenas uma informação sem maiores repercussões práticas? Não fica claro."
3106,4,1,5,2,3,3,4,2,4,1,
3108,2,1,5,1,4,2,2,1,4,1,Seria interessante elaborar algum tipo de resumo visual (talvez com uma matriz de integralidade x paridade) para mostrar o(s) fundamento(s) onde o servidor se enquadra.
3109,4,1,5,1,4,1,5,1,5,1,
3112,4,1,4,4,4,4,4,2,4,1,"A terceira simulação calculou que só vou atingir os requisitos para aposentadoria em 2068, ou seja, quando eu tiver 86 anos!!!"
3114,4,1,5,1,3,3,4,5,5,1,Incluir vinculos do RGPG na simulação 
3116,2,1,5,1,4,4,5,1,5,1,
3117,4,3,4,3,4,2,4,1,2,2,"Acredito que se constar o valor líquido e os descontos que a modalidade de aposentadoria ensejará ajudaria bastante na decisão pra aposentar,  a ausência do valor líquido e se incide ou não contribuição previdenciária, pode ser informações importantes na tomada de decisão "
3119,1,1,5,1,1,5,1,5,3,1,"Ele é fácil de usar, mas não dá o resultado correto 
No meu caso a data e o valor foram preenchidas pelo número 0. 
00/00/00 com proventos de 0,00 reais... "
3123,5,1,5,1,5,1,3,1,5,1,
3125,1,2,5,1,5,4,5,1,1,1,"O simulador não simula nada se o servidor ainda não estiver apto a se aposentar. Então, não há simulação. Seu uso é restrito!"
3127,5,4,5,2,4,3,5,1,4,3,"Ainda não me familiarizei com o sistema, mas, acho muito de extrema imprtância essa ferramenta de ajuda, bem fácil de usar."
3131,5,4,5,2,4,2,5,1,5,4,
3132,4,1,1,1,3,1,4,1,2,1,
3134,3,1,4,1,2,2,4,1,5,1,
3135,5,1,5,1,5,1,5,1,5,1,
3140,5,2,4,4,4,5,5,3,3,3,"A ideia é boa, mas não funciona bem. Além de ter muitas opções  distintas (mas não ter instruções de como escolher uma delas), no fim da simulação  aparece uma mensagem dizendo que não preencho os requisitos (o que não faz sentido), já que é apenas uma simulação. "
3141,5,3,4,3,3,2,4,5,4,2,
3145,2,4,2,5,2,3,2,4,2,2,"Deveria colocar o valor (equivalente ao valor atual, visto que seria difícil prever o valor futuro). Também deveria ter a opção de aposentadoria por invalidez com o valor etc."
3146,5,1,5,1,5,1,5,1,5,1,Fácil e bastante intuitivo ótima ferramenta 
3147,3,1,5,1,5,1,5,1,5,1,
3150,5,2,5,1,3,1,5,1,3,3,Gostei  rápido  e fácil 
3151,3,3,2,5,3,3,2,4,3,3,
3152,5,4,5,4,2,1,4,1,4,1,"Não vi minha CTC que já foi averbada para meu Instituto de previdência. Ou seja levei todo o período de CLT para regime próprio,mas não vi essa ctc"
3155,3,1,5,1,4,1,5,5,5,3,
3157,3,3,2,1,4,4,3,5,3,5,
3160,3,2,3,1,3,4,2,4,2,1,"Sou servidora pública e não vi opção de incluir ou excluir o tempo de contribuição na iniciativa privada, bem como os impactos da inclusão ou exclusão no salário de aposentadoria. Também não vi informações sobre o benefício especial para quem migrou para o FUNPRESP, essa informação precisa ser mais transparente. Seria muito bom se houvesse um cálculo aproximado da remuneração de aposentadoria. "
